dataType,date,tradingPartner,value
OlddocCount,2018-04-24,H,196
OlddocVolume,2018-04-24,H,171021
OldpoValue,2018-04-24,H,0
OldinvValue,2018-04-24,H,0
OldpayValue,2018-04-24,H,0
OlddocCount,2018-04-24,I,2645
OlddocVolume,2018-04-24,I,1316778
OldpoValue,2018-04-24,I,0
OldinvValue,2018-04-24,I,0
OldpayValue,2018-04-24,I,0
OlddocCount,2018-04-24,J,2016
OlddocVolume,2018-04-24,J,510874
OldpoValue,2018-04-24,J,58622069
OldinvValue,2018-04-24,J,0
OldpayValue,2018-04-24,J,0
OlddocCount,2018-04-24,K,2217
OlddocVolume,2018-04-24,K,461067
OldpoValue,2018-04-24,K,0
OldinvValue,2018-04-24,K,0
OldpayValue,2018-04-24,K,0
OlddocCount,2018-04-24,L,0
OlddocVolume,2018-04-24,L,0
OldpoValue,2018-04-24,L,0
OldinvValue,2018-04-24,L,0
OldpayValue,2018-04-24,L,0
OlddocCount,2018-04-24,O,3002
OlddocVolume,2018-04-24,O,494953
OldpoValue,2018-04-24,O,0
OldinvValue,2018-04-24,O,0
OldpayValue,2018-04-24,O,0
OlddocCount,2018-04-24,N,2857
OlddocVolume,2018-04-24,N,938319
OldpoValue,2018-04-24,N,0
OldinvValue,2018-04-24,N,0
OldpayValue,2018-04-24,N,0
OlddocCount,2018-04-24,M,0
OlddocVolume,2018-04-24,M,0
OldpoValue,2018-04-24,M,0
OldinvValue,2018-04-24,M,0
OldpayValue,2018-04-24,M,0
OlddocCount,2018-04-24,Q,0
OlddocVolume,2018-04-24,Q,0
OldpoValue,2018-04-24,Q,0
OldinvValue,2018-04-24,Q,0
OldpayValue,2018-04-24,Q,0
OlddocCount,2018-04-24,P,1292
OlddocVolume,2018-04-24,P,317860
OldpoValue,2018-04-24,P,0
OldinvValue,2018-04-24,P,0
OldpayValue,2018-04-24,P,0
OlddocCount,2018-04-24,R,1967
OlddocVolume,2018-04-24,R,562820
OldpoValue,2018-04-24,R,0
OldinvValue,2018-04-24,R,0
OldpayValue,2018-04-24,R,0
OlddocCount,2018-04-24,T,908
OlddocVolume,2018-04-24,T,1963567
OldpoValue,2018-04-24,T,0
OldinvValue,2018-04-24,T,0
OldpayValue,2018-04-24,T,0
OlddocCount,2018-04-24,S,1311
OlddocVolume,2018-04-24,S,3259530
OldpoValue,2018-04-24,S,1531631
OldinvValue,2018-04-24,S,0
OldpayValue,2018-04-24,S,0
OlddocCount,2018-04-24,V,5921
OlddocVolume,2018-04-24,V,36673512
OldpoValue,2018-04-24,V,0
OldinvValue,2018-04-24,V,0
OldpayValue,2018-04-24,V,0
docCount,2018-04-25,A,141014
docVolume,2018-04-25,A,181596028
poValue,2018-04-25,A,159766317
invValue,2018-04-25,A,871682489
payValue,2018-04-25,A,0
OlddocCount,2018-04-25,B,15803
OlddocVolume,2018-04-25,B,6921015
OldpoValue,2018-04-25,B,0
OldinvValue,2018-04-25,B,0
OldpayValue,2018-04-25,B,0
OlddocCount,2018-04-25,C,1963
OlddocVolume,2018-04-25,C,3935999
OldpoValue,2018-04-25,C,0
OldinvValue,2018-04-25,C,0
OldpayValue,2018-04-25,C,0
OlddocCount,2018-04-25,D,116
OlddocVolume,2018-04-25,D,108787
OldpoValue,2018-04-25,D,0
OldinvValue,2018-04-25,D,0
OldpayValue,2018-04-25,D,0
OlddocCount,2018-04-25,E,949
OlddocVolume,2018-04-25,E,2463666
OldpoValue,2018-04-25,E,0
OldinvValue,2018-04-25,E,0
OldpayValue,2018-04-25,E,0
OlddocCount,2018-04-25,F,17
OlddocVolume,2018-04-25,F,820
OldpoValue,2018-04-25,F,0
OldinvValue,2018-04-25,F,0
OldpayValue,2018-04-25,F,0
OlddocCount,2018-04-25,G,0
OlddocVolume,2018-04-25,G,0
OldpoValue,2018-04-25,G,0
OldinvValue,2018-04-25,G,0
OldpayValue,2018-04-25,G,0
OlddocCount,2018-04-25,H,179
OlddocVolume,2018-04-25,H,157300
OldpoValue,2018-04-25,H,0
OldinvValue,2018-04-25,H,0
OldpayValue,2018-04-25,H,0
OlddocCount,2018-04-25,I,2538
OlddocVolume,2018-04-25,I,1278527
OldpoValue,2018-04-25,I,0
OldinvValue,2018-04-25,I,0
OldpayValue,2018-04-25,I,0
OlddocCount,2018-04-25,J,2076
OlddocVolume,2018-04-25,J,455130
OldpoValue,2018-04-25,J,5287536
OldinvValue,2018-04-25,J,0
OldpayValue,2018-04-25,J,0
OlddocCount,2018-04-25,K,2112
OlddocVolume,2018-04-25,K,438684
OldpoValue,2018-04-25,K,0
OldinvValue,2018-04-25,K,0
OldpayValue,2018-04-25,K,0
OlddocCount,2018-04-25,L,0
OlddocVolume,2018-04-25,L,0
OldpoValue,2018-04-25,L,0
OldinvValue,2018-04-25,L,0
OldpayValue,2018-04-25,L,0
OlddocCount,2018-04-25,N,3030
OlddocVolume,2018-04-25,N,995462
OldpoValue,2018-04-25,N,0
OldinvValue,2018-04-25,N,0
OldpayValue,2018-04-25,N,0
OlddocCount,2018-04-25,O,2962
OlddocVolume,2018-04-25,O,485954
OldpoValue,2018-04-25,O,0
OldinvValue,2018-04-25,O,0
OldpayValue,2018-04-25,O,0
OlddocCount,2018-04-25,Q,0
OlddocVolume,2018-04-25,Q,0
OldpoValue,2018-04-25,Q,0
OldinvValue,2018-04-25,Q,0
OldpayValue,2018-04-25,Q,0
OlddocCount,2018-04-25,M,0
OlddocVolume,2018-04-25,M,0
OldpoValue,2018-04-25,M,0
OldinvValue,2018-04-25,M,0
OldpayValue,2018-04-25,M,0
OlddocCount,2018-04-25,P,1405
OlddocVolume,2018-04-25,P,343158
OldpoValue,2018-04-25,P,0
OldinvValue,2018-04-25,P,0
OldpayValue,2018-04-25,P,0
OlddocCount,2018-04-25,R,1999
OlddocVolume,2018-04-25,R,573305
OldpoValue,2018-04-25,R,0
OldinvValue,2018-04-25,R,0
OldpayValue,2018-04-25,R,0
OlddocCount,2018-04-25,T,913
OlddocVolume,2018-04-25,T,1305000
OldpoValue,2018-04-25,T,0
OldinvValue,2018-04-25,T,0
OldpayValue,2018-04-25,T,0
OlddocCount,2018-04-25,S,925
OlddocVolume,2018-04-25,S,4034372
OldpoValue,2018-04-25,S,57706013
OldinvValue,2018-04-25,S,0
OldpayValue,2018-04-25,S,0
OlddocCount,2018-04-25,V,5624
OlddocVolume,2018-04-25,V,32279078
OldpoValue,2018-04-25,V,0
OldinvValue,2018-04-25,V,0
OldpayValue,2018-04-25,V,0
docCount,2018-04-26,A,140658
docVolume,2018-04-26,A,190763855
poValue,2018-04-26,A,116782471
invValue,2018-04-26,A,1474573709
payValue,2018-04-26,A,0
OlddocCount,2018-04-26,B,16096
OlddocVolume,2018-04-26,B,7003668
OldpoValue,2018-04-26,B,0
OldinvValue,2018-04-26,B,0
OldpayValue,2018-04-26,B,0
OlddocCount,2018-04-26,C,2044
OlddocVolume,2018-04-26,C,3802596
OldpoValue,2018-04-26,C,0
OldinvValue,2018-04-26,C,0
OldpayValue,2018-04-26,C,0
OlddocCount,2018-04-26,D,119
OlddocVolume,2018-04-26,D,116244
OldpoValue,2018-04-26,D,0
OldinvValue,2018-04-26,D,0
OldpayValue,2018-04-26,D,0
OlddocCount,2018-04-26,E,1121
OlddocVolume,2018-04-26,E,3108621
OldpoValue,2018-04-26,E,0
OldinvValue,2018-04-26,E,0
OldpayValue,2018-04-26,E,0
OlddocCount,2018-04-26,F,12
OlddocVolume,2018-04-26,F,585
OldpoValue,2018-04-26,F,0
OldinvValue,2018-04-26,F,0
OldpayValue,2018-04-26,F,0
OlddocCount,2018-04-26,G,0
OlddocVolume,2018-04-26,G,0
OldpoValue,2018-04-26,G,0
OldinvValue,2018-04-26,G,0
OldpayValue,2018-04-26,G,0
OlddocCount,2018-04-26,H,181
OlddocVolume,2018-04-26,H,162359
OldpoValue,2018-04-26,H,0
OldinvValue,2018-04-26,H,0
OldpayValue,2018-04-26,H,0
OlddocCount,2018-04-26,I,2584
OlddocVolume,2018-04-26,I,1289710
OldpoValue,2018-04-26,I,0
OldinvValue,2018-04-26,I,0
OldpayValue,2018-04-26,I,0
OlddocCount,2018-04-26,J,1888
OlddocVolume,2018-04-26,J,370996
OldpoValue,2018-04-26,J,43354513
OldinvValue,2018-04-26,J,0
OldpayValue,2018-04-26,J,0
OlddocCount,2018-04-26,K,2104
OlddocVolume,2018-04-26,K,436414
OldpoValue,2018-04-26,K,0
OldinvValue,2018-04-26,K,0
OldpayValue,2018-04-26,K,0
OlddocCount,2018-04-26,L,0
OlddocVolume,2018-04-26,L,0
OldpoValue,2018-04-26,L,0
OldinvValue,2018-04-26,L,0
OldpayValue,2018-04-26,L,0
OlddocCount,2018-04-26,N,3272
OlddocVolume,2018-04-26,N,1072835
OldpoValue,2018-04-26,N,0
OldinvValue,2018-04-26,N,0
OldpayValue,2018-04-26,N,0
OlddocCount,2018-04-26,O,2877
OlddocVolume,2018-04-26,O,474590
OldpoValue,2018-04-26,O,0
OldinvValue,2018-04-26,O,0
OldpayValue,2018-04-26,O,0
OlddocCount,2018-04-26,Q,0
OlddocVolume,2018-04-26,Q,0
OldpoValue,2018-04-26,Q,0
OldinvValue,2018-04-26,Q,0
OldpayValue,2018-04-26,Q,0
OlddocCount,2018-04-26,M,0
OlddocVolume,2018-04-26,M,0
OldpoValue,2018-04-26,M,0
OldinvValue,2018-04-26,M,0
OldpayValue,2018-04-26,M,0
OlddocCount,2018-04-26,P,1426
OlddocVolume,2018-04-26,P,351092
OldpoValue,2018-04-26,P,0
OldinvValue,2018-04-26,P,0
OldpayValue,2018-04-26,P,0
OlddocCount,2018-04-26,R,1754
OlddocVolume,2018-04-26,R,511922
OldpoValue,2018-04-26,R,0
OldinvValue,2018-04-26,R,0
OldpayValue,2018-04-26,R,0
OlddocCount,2018-04-26,T,873
OlddocVolume,2018-04-26,T,992768
OldpoValue,2018-04-26,T,0
OldinvValue,2018-04-26,T,0
OldpayValue,2018-04-26,T,0
OlddocCount,2018-04-26,S,1477
OlddocVolume,2018-04-26,S,2540518
OldpoValue,2018-04-26,S,12726045
OldinvValue,2018-04-26,S,0
OldpayValue,2018-04-26,S,0
OlddocCount,2018-04-26,V,5127
OlddocVolume,2018-04-26,V,30673742
OldpoValue,2018-04-26,V,0
OldinvValue,2018-04-26,V,0
OldpayValue,2018-04-26,V,0
docCount,2018-04-27,A,146735
docVolume,2018-04-27,A,190152873
poValue,2018-04-27,A,143757577
invValue,2018-04-27,A,132768045
payValue,2018-04-27,A,0
OlddocCount,2018-04-27,B,16131
OlddocVolume,2018-04-27,B,7084183
OldpoValue,2018-04-27,B,0
OldinvValue,2018-04-27,B,0
OldpayValue,2018-04-27,B,0
OlddocCount,2018-04-27,C,4700
OlddocVolume,2018-04-27,C,7465055
OldpoValue,2018-04-27,C,0
OldinvValue,2018-04-27,C,0
OldpayValue,2018-04-27,C,0
OlddocCount,2018-04-27,D,48
OlddocVolume,2018-04-27,D,45650
OldpoValue,2018-04-27,D,0
OldinvValue,2018-04-27,D,0
OldpayValue,2018-04-27,D,0
OlddocCount,2018-04-27,E,662
OlddocVolume,2018-04-27,E,1797736
OldpoValue,2018-04-27,E,0
OldinvValue,2018-04-27,E,0
OldpayValue,2018-04-27,E,0
OlddocCount,2018-04-27,F,11
OlddocVolume,2018-04-27,F,529
OldpoValue,2018-04-27,F,0
OldinvValue,2018-04-27,F,0
OldpayValue,2018-04-27,F,0
OlddocCount,2018-04-27,G,0
OlddocVolume,2018-04-27,G,0
OldpoValue,2018-04-27,G,0
OldinvValue,2018-04-27,G,0
OldpayValue,2018-04-27,G,0
OlddocCount,2018-04-27,H,188
OlddocVolume,2018-04-27,H,170056
OldpoValue,2018-04-27,H,0
OldinvValue,2018-04-27,H,0
OldpayValue,2018-04-27,H,0
OlddocCount,2018-04-27,I,2699
OlddocVolume,2018-04-27,I,1348914
OldpoValue,2018-04-27,I,0
OldinvValue,2018-04-27,I,0
OldpayValue,2018-04-27,I,0
OlddocCount,2018-04-27,J,1956
OlddocVolume,2018-04-27,J,420819
OldpoValue,2018-04-27,J,4645919
OldinvValue,2018-04-27,J,0
OldpayValue,2018-04-27,J,0
OlddocCount,2018-04-27,K,1894
OlddocVolume,2018-04-27,K,395738
OldpoValue,2018-04-27,K,0
OldinvValue,2018-04-27,K,0
OldpayValue,2018-04-27,K,0
OlddocCount,2018-04-27,L,0
OlddocVolume,2018-04-27,L,0
OldpoValue,2018-04-27,L,0
OldinvValue,2018-04-27,L,0
OldpayValue,2018-04-27,L,0
OlddocCount,2018-04-27,N,2882
OlddocVolume,2018-04-27,N,943240
OldpoValue,2018-04-27,N,0
OldinvValue,2018-04-27,N,0
OldpayValue,2018-04-27,N,0
OlddocCount,2018-04-27,O,2625
OlddocVolume,2018-04-27,O,432986
OldpoValue,2018-04-27,O,0
OldinvValue,2018-04-27,O,0
OldpayValue,2018-04-27,O,0
OlddocCount,2018-04-27,Q,0
OlddocVolume,2018-04-27,Q,0
OldpoValue,2018-04-27,Q,0
OldinvValue,2018-04-27,Q,0
OldpayValue,2018-04-27,Q,0
OlddocCount,2018-04-27,M,0
OlddocVolume,2018-04-27,M,0
OldpoValue,2018-04-27,M,0
OldinvValue,2018-04-27,M,0
OldpayValue,2018-04-27,M,0
OlddocCount,2018-04-27,P,1332
OlddocVolume,2018-04-27,P,331095
OldpoValue,2018-04-27,P,0
OldinvValue,2018-04-27,P,0
OldpayValue,2018-04-27,P,0
OlddocCount,2018-04-27,R,1728
OlddocVolume,2018-04-27,R,497567
OldpoValue,2018-04-27,R,0
OldinvValue,2018-04-27,R,0
OldpayValue,2018-04-27,R,0
OlddocCount,2018-04-27,T,836
OlddocVolume,2018-04-27,T,1284108
OldpoValue,2018-04-27,T,0
OldinvValue,2018-04-27,T,0
OldpayValue,2018-04-27,T,0
OlddocCount,2018-04-27,S,957
OlddocVolume,2018-04-27,S,4226444
OldpoValue,2018-04-27,S,28223155
OldinvValue,2018-04-27,S,0
OldpayValue,2018-04-27,S,0
OlddocCount,2018-04-27,V,4016
OlddocVolume,2018-04-27,V,23852524
OldpoValue,2018-04-27,V,0
OldinvValue,2018-04-27,V,0
OldpayValue,2018-04-27,V,0
docCount,2018-04-28,A,72430
docVolume,2018-04-28,A,69961849
poValue,2018-04-28,A,34805419
invValue,2018-04-28,A,1719405575
payValue,2018-04-28,A,0
OlddocCount,2018-04-28,B,15287
OlddocVolume,2018-04-28,B,6641383
OldpoValue,2018-04-28,B,0
OldinvValue,2018-04-28,B,0
OldpayValue,2018-04-28,B,0
OlddocCount,2018-04-28,C,1905
OlddocVolume,2018-04-28,C,11787814
OldpoValue,2018-04-28,C,0
OldinvValue,2018-04-28,C,0
OldpayValue,2018-04-28,C,0
OlddocCount,2018-04-28,D,88
OlddocVolume,2018-04-28,D,74843
OldpoValue,2018-04-28,D,0
OldinvValue,2018-04-28,D,0
OldpayValue,2018-04-28,D,0
OlddocCount,2018-04-28,E,593
OlddocVolume,2018-04-28,E,1317946
OldpoValue,2018-04-28,E,0
OldinvValue,2018-04-28,E,0
OldpayValue,2018-04-28,E,0
OlddocCount,2018-04-28,F,7
OlddocVolume,2018-04-28,F,335
OldpoValue,2018-04-28,F,0
OldinvValue,2018-04-28,F,0
OldpayValue,2018-04-28,F,0
OlddocCount,2018-04-28,G,0
OlddocVolume,2018-04-28,G,0
OldpoValue,2018-04-28,G,0
OldinvValue,2018-04-28,G,0
OldpayValue,2018-04-28,G,0
OlddocCount,2018-04-28,H,151
OlddocVolume,2018-04-28,H,112268
OldpoValue,2018-04-28,H,0
OldinvValue,2018-04-28,H,0
OldpayValue,2018-04-28,H,0
OlddocCount,2018-04-28,I,1412
OlddocVolume,2018-04-28,I,716004
OldpoValue,2018-04-28,I,0
OldinvValue,2018-04-28,I,0
OldpayValue,2018-04-28,I,0
OlddocCount,2018-04-28,J,685
OlddocVolume,2018-04-28,J,57907
OldpoValue,2018-04-28,J,10300
OldinvValue,2018-04-28,J,0
OldpayValue,2018-04-28,J,0
OlddocCount,2018-04-28,K,1128
OlddocVolume,2018-04-28,K,216870
OldpoValue,2018-04-28,K,0
OldinvValue,2018-04-28,K,0
OldpayValue,2018-04-28,K,0
OlddocCount,2018-04-28,L,0
OlddocVolume,2018-04-28,L,0
OldpoValue,2018-04-28,L,0
OldinvValue,2018-04-28,L,0
OldpayValue,2018-04-28,L,0
OlddocCount,2018-04-28,O,1580
OlddocVolume,2018-04-28,O,258167
OldpoValue,2018-04-28,O,0
OldinvValue,2018-04-28,O,0
OldpayValue,2018-04-28,O,0
OlddocCount,2018-04-28,N,471
OlddocVolume,2018-04-28,N,154121
OldpoValue,2018-04-28,N,0
OldinvValue,2018-04-28,N,0
OldpayValue,2018-04-28,N,0
OlddocCount,2018-04-28,Q,0
OlddocVolume,2018-04-28,Q,0
OldpoValue,2018-04-28,Q,0
OldinvValue,2018-04-28,Q,0
OldpayValue,2018-04-28,Q,0
OlddocCount,2018-04-28,M,0
OlddocVolume,2018-04-28,M,0
OldpoValue,2018-04-28,M,0
OldinvValue,2018-04-28,M,0
OldpayValue,2018-04-28,M,0
OlddocCount,2018-04-28,P,951
OlddocVolume,2018-04-28,P,232411
OldpoValue,2018-04-28,P,0
OldinvValue,2018-04-28,P,0
OldpayValue,2018-04-28,P,0
OlddocCount,2018-04-28,R,63
OlddocVolume,2018-04-28,R,18945
OldpoValue,2018-04-28,R,0
OldinvValue,2018-04-28,R,0
OldpayValue,2018-04-28,R,0
OlddocCount,2018-04-28,T,291
OlddocVolume,2018-04-28,T,83121
OldpoValue,2018-04-28,T,0
OldinvValue,2018-04-28,T,0
OldpayValue,2018-04-28,T,0
OlddocCount,2018-04-28,S,602
OlddocVolume,2018-04-28,S,2000658
OldpoValue,2018-04-28,S,33343734
OldinvValue,2018-04-28,S,0
OldpayValue,2018-04-28,S,0
OlddocCount,2018-04-28,V,995
OlddocVolume,2018-04-28,V,5640482
OldpoValue,2018-04-28,V,0
OldinvValue,2018-04-28,V,0
OldpayValue,2018-04-28,V,0
docCount,2018-04-29,A,31816
docVolume,2018-04-29,A,21075720
poValue,2018-04-29,A,725048
invValue,2018-04-29,A,332875748
payValue,2018-04-29,A,0
OlddocCount,2018-04-29,B,8387
OlddocVolume,2018-04-29,B,3675079
OldpoValue,2018-04-29,B,0
OldinvValue,2018-04-29,B,0
OldpayValue,2018-04-29,B,0
OlddocCount,2018-04-29,C,362
OlddocVolume,2018-04-29,C,17652
OldpoValue,2018-04-29,C,0
OldinvValue,2018-04-29,C,0
OldpayValue,2018-04-29,C,0
OlddocCount,2018-04-29,D,41
OlddocVolume,2018-04-29,D,28263
OldpoValue,2018-04-29,D,0
OldinvValue,2018-04-29,D,0
OldpayValue,2018-04-29,D,0
OlddocCount,2018-04-29,E,276
OlddocVolume,2018-04-29,E,923161
OldpoValue,2018-04-29,E,0
OldinvValue,2018-04-29,E,0
OldpayValue,2018-04-29,E,0
OlddocCount,2018-04-29,F,0
OlddocVolume,2018-04-29,F,0
OldpoValue,2018-04-29,F,0
OldinvValue,2018-04-29,F,0
OldpayValue,2018-04-29,F,0
OlddocCount,2018-04-29,G,0
OlddocVolume,2018-04-29,G,0
OldpoValue,2018-04-29,G,0
OldinvValue,2018-04-29,G,0
OldpayValue,2018-04-29,G,0
OlddocCount,2018-04-29,H,78
OlddocVolume,2018-04-29,H,46484
OldpoValue,2018-04-29,H,0
OldinvValue,2018-04-29,H,0
OldpayValue,2018-04-29,H,0
OlddocCount,2018-04-29,I,132
OlddocVolume,2018-04-29,I,71873
OldpoValue,2018-04-29,I,0
OldinvValue,2018-04-29,I,0
OldpayValue,2018-04-29,I,0
OlddocCount,2018-04-29,J,71
OlddocVolume,2018-04-29,J,4899
OldpoValue,2018-04-29,J,0
OldinvValue,2018-04-29,J,0
OldpayValue,2018-04-29,J,0
OlddocCount,2018-04-29,K,1254
OlddocVolume,2018-04-29,K,218112
OldpoValue,2018-04-29,K,0
OldinvValue,2018-04-29,K,0
OldpayValue,2018-04-29,K,0
OlddocCount,2018-04-29,L,0
OlddocVolume,2018-04-29,L,0
OldpoValue,2018-04-29,L,0
OldinvValue,2018-04-29,L,0
OldpayValue,2018-04-29,L,0
OlddocCount,2018-04-29,O,6
OlddocVolume,2018-04-29,O,1080
OldpoValue,2018-04-29,O,0
OldinvValue,2018-04-29,O,0
OldpayValue,2018-04-29,O,0
OlddocCount,2018-04-29,N,3
OlddocVolume,2018-04-29,N,979
OldpoValue,2018-04-29,N,0
OldinvValue,2018-04-29,N,0
OldpayValue,2018-04-29,N,0
OlddocCount,2018-04-29,Q,0
OlddocVolume,2018-04-29,Q,0
OldpoValue,2018-04-29,Q,0
OldinvValue,2018-04-29,Q,0
OldpayValue,2018-04-29,Q,0
OlddocCount,2018-04-29,P,994
OlddocVolume,2018-04-29,P,242459
OldpoValue,2018-04-29,P,0
OldinvValue,2018-04-29,P,0
OldpayValue,2018-04-29,P,0
OlddocCount,2018-04-29,M,0
OlddocVolume,2018-04-29,M,0
OldpoValue,2018-04-29,M,0
OldinvValue,2018-04-29,M,0
OldpayValue,2018-04-29,M,0
OlddocCount,2018-04-29,R,29
OlddocVolume,2018-04-29,R,7244
OldpoValue,2018-04-29,R,0
OldinvValue,2018-04-29,R,0
OldpayValue,2018-04-29,R,0
OlddocCount,2018-04-29,T,1574
OlddocVolume,2018-04-29,T,1098634
OldpoValue,2018-04-29,T,0
OldinvValue,2018-04-29,T,0
OldpayValue,2018-04-29,T,0
OlddocCount,2018-04-29,S,408
OlddocVolume,2018-04-29,S,356290
OldpoValue,2018-04-29,S,0
OldinvValue,2018-04-29,S,0
OldpayValue,2018-04-29,S,0
OlddocCount,2018-04-29,V,39
OlddocVolume,2018-04-29,V,90675
OldpoValue,2018-04-29,V,0
OldinvValue,2018-04-29,V,0
OldpayValue,2018-04-29,V,0
docCount,2018-04-30,A,133801
docVolume,2018-04-30,A,167054057
poValue,2018-04-30,A,231897756
invValue,2018-04-30,A,559515472
payValue,2018-04-30,A,0
OlddocCount,2018-04-30,B,12631
OlddocVolume,2018-04-30,B,5538032
OldpoValue,2018-04-30,B,0
OldinvValue,2018-04-30,B,0
OldpayValue,2018-04-30,B,0
OlddocCount,2018-04-30,C,1856
OlddocVolume,2018-04-30,C,7619402
OldpoValue,2018-04-30,C,0
OldinvValue,2018-04-30,C,0
OldpayValue,2018-04-30,C,0
OlddocCount,2018-04-30,D,138
OlddocVolume,2018-04-30,D,135100
OldpoValue,2018-04-30,D,0
OldinvValue,2018-04-30,D,0
OldpayValue,2018-04-30,D,0
OlddocCount,2018-04-30,E,652
OlddocVolume,2018-04-30,E,1624221
OldpoValue,2018-04-30,E,0
OldinvValue,2018-04-30,E,0
OldpayValue,2018-04-30,E,0
OlddocCount,2018-04-30,F,16
OlddocVolume,2018-04-30,F,779
OldpoValue,2018-04-30,F,0
OldinvValue,2018-04-30,F,0
OldpayValue,2018-04-30,F,0
OlddocCount,2018-04-30,G,0
OlddocVolume,2018-04-30,G,0
OldpoValue,2018-04-30,G,0
OldinvValue,2018-04-30,G,0
OldpayValue,2018-04-30,G,0
OlddocCount,2018-04-30,H,219
OlddocVolume,2018-04-30,H,190899
OldpoValue,2018-04-30,H,0
OldinvValue,2018-04-30,H,0
OldpayValue,2018-04-30,H,0
OlddocCount,2018-04-30,I,2620
OlddocVolume,2018-04-30,I,1308788
OldpoValue,2018-04-30,I,0
OldinvValue,2018-04-30,I,0
OldpayValue,2018-04-30,I,0
OlddocCount,2018-04-30,J,2316
OlddocVolume,2018-04-30,J,828506
OldpoValue,2018-04-30,J,11035054
OldinvValue,2018-04-30,J,0
OldpayValue,2018-04-30,J,0
OlddocCount,2018-04-30,K,1776
OlddocVolume,2018-04-30,K,360780
OldpoValue,2018-04-30,K,0
OldinvValue,2018-04-30,K,0
OldpayValue,2018-04-30,K,0
OlddocCount,2018-04-30,L,0
OlddocVolume,2018-04-30,L,0
OldpoValue,2018-04-30,L,0
OldinvValue,2018-04-30,L,0
OldpayValue,2018-04-30,L,0
OlddocCount,2018-04-30,O,2641
OlddocVolume,2018-04-30,O,435980
OldpoValue,2018-04-30,O,0
OldinvValue,2018-04-30,O,0
OldpayValue,2018-04-30,O,0
OlddocCount,2018-04-30,N,3780
OlddocVolume,2018-04-30,N,1232150
OldpoValue,2018-04-30,N,0
OldinvValue,2018-04-30,N,0
OldpayValue,2018-04-30,N,0
OlddocCount,2018-04-30,Q,0
OlddocVolume,2018-04-30,Q,0
OldpoValue,2018-04-30,Q,0
OldinvValue,2018-04-30,Q,0
OldpayValue,2018-04-30,Q,0
OlddocCount,2018-04-30,P,917
OlddocVolume,2018-04-30,P,226319
OldpoValue,2018-04-30,P,0
OldinvValue,2018-04-30,P,0
OldpayValue,2018-04-30,P,0
OlddocCount,2018-04-30,M,0
OlddocVolume,2018-04-30,M,0
OldpoValue,2018-04-30,M,0
OldinvValue,2018-04-30,M,0
OldpayValue,2018-04-30,M,0
OlddocCount,2018-04-30,R,2158
OlddocVolume,2018-04-30,R,618412
OldpoValue,2018-04-30,R,0
OldinvValue,2018-04-30,R,0
OldpayValue,2018-04-30,R,0
OlddocCount,2018-04-30,T,1043
OlddocVolume,2018-04-30,T,847069
OldpoValue,2018-04-30,T,0
OldinvValue,2018-04-30,T,0
OldpayValue,2018-04-30,T,0
OlddocCount,2018-04-30,S,1327
OlddocVolume,2018-04-30,S,3175714
OldpoValue,2018-04-30,S,22278644
OldinvValue,2018-04-30,S,0
OldpayValue,2018-04-30,S,0
OlddocCount,2018-04-30,V,5027
OlddocVolume,2018-04-30,V,32831004
OldpoValue,2018-04-30,V,0
OldinvValue,2018-04-30,V,0
OldpayValue,2018-04-30,V,0
docCount,2018-05-01,A,129515
docVolume,2018-05-01,A,180885387
poValue,2018-05-01,A,91063347
invValue,2018-05-01,A,287301969
payValue,2018-05-01,A,0
OlddocCount,2018-05-01,B,13510
OlddocVolume,2018-05-01,B,5897867
OldpoValue,2018-05-01,B,0
OldinvValue,2018-05-01,B,0
OldpayValue,2018-05-01,B,0
OlddocCount,2018-05-01,C,1130
OlddocVolume,2018-05-01,C,54732
OldpoValue,2018-05-01,C,0
OldinvValue,2018-05-01,C,0
OldpayValue,2018-05-01,C,0
OlddocCount,2018-05-01,D,118
OlddocVolume,2018-05-01,D,115705
OldpoValue,2018-05-01,D,0
OldinvValue,2018-05-01,D,0
OldpayValue,2018-05-01,D,0
OlddocCount,2018-05-01,E,459
OlddocVolume,2018-05-01,E,1221039
OldpoValue,2018-05-01,E,0
OldinvValue,2018-05-01,E,0
OldpayValue,2018-05-01,E,0
OlddocCount,2018-05-01,F,17
OlddocVolume,2018-05-01,F,826
OldpoValue,2018-05-01,F,0
OldinvValue,2018-05-01,F,0
OldpayValue,2018-05-01,F,0
OlddocCount,2018-05-01,G,0
OlddocVolume,2018-05-01,G,0
OldpoValue,2018-05-01,G,0
OldinvValue,2018-05-01,G,0
OldpayValue,2018-05-01,G,0
OlddocCount,2018-05-01,H,194
OlddocVolume,2018-05-01,H,182020
OldpoValue,2018-05-01,H,0
OldinvValue,2018-05-01,H,0
OldpayValue,2018-05-01,H,0
OlddocCount,2018-05-01,I,2906
OlddocVolume,2018-05-01,I,1451908
OldpoValue,2018-05-01,I,0
OldinvValue,2018-05-01,I,0
OldpayValue,2018-05-01,I,0
OlddocCount,2018-05-01,J,2107
OlddocVolume,2018-05-01,J,570934
OldpoValue,2018-05-01,J,62634895
OldinvValue,2018-05-01,J,0
OldpayValue,2018-05-01,J,0
OlddocCount,2018-05-01,K,1644
OlddocVolume,2018-05-01,K,351938
OldpoValue,2018-05-01,K,0
OldinvValue,2018-05-01,K,0
OldpayValue,2018-05-01,K,0
OlddocCount,2018-05-01,L,0
